names,prices,description,phone_model,city,date,view
Продам iPhone 11 Pro Max 256 gb green,430 000 ₸,"Продам IPhone 11 Pro Max 256 gb, телефоном пользовался сам, 1 год, в ремонте телефон не был, корпус целый без царапин,... ",Мобильные телефоны » Apple,Алматы,29 ноября 2020 г.,  64 
Айфон 11про,460 000 ₸,"Срочно продается айфон 11про, в идеальном состаянии цвет белый, память 256",Мобильные телефоны » Apple,Актау,29 ноября 2020 г.,  66 
Продам самсунг,35 000 ₸,"Продам самсунг galaxy j4 +в отличном состоянии 32гб памяти.есть зарядка,чехол,коробка и документы",Мобильные телефоны » Samsung,Усть-Каменогорск,29 ноября 2020 г.,  57 
Обмен Айфон 6s 32 гб голд идеальном сост,69 990 ₸,"Обмен айфон 6s 32 гб идеальном состояний предлагайте обмен норм, а так же буст акк к доте 2 властилин божество титан,... ",Мобильные телефоны » Apple,Туркестан,29 ноября 2020 г.,  6 
Самсунг В5722,2 000 ₸,"Требуется прошивка, при включении висит на заставке, мастер сказал стоит 500-1000 тг. В комплекте зарядка. Если есть... ",Мобильные телефоны » Samsung,Алматы,29 ноября 2020 г.,  412 
Смартфон HTC X9,50 000 ₸,"Экран (5. 5"", Super LCD, 1920x1080)/ Mediatek Helio X10 (2. 2 ГГц)/ основная камера: 13 Мп, фронтальная камера: 5 Мп/... ",Мобильные телефоны » HTC,Алматы,29 ноября 2020 г.,  168 
Телефон Nokia,20 000 ₸,По пустякам не писать,Мобильные телефоны » Nokia,Алматы,29 ноября 2020 г.,  24830 
Samsung s10+ 512gb,210 000 ₸,"S10+ 512gb
Сост идеальное",Мобильные телефоны » Samsung,Актау,29 ноября 2020 г.,  25 
Айфон 5s,Договорная цена,Айфон 5с документ бар айклауд парол блмим былай жасап тур отпечатка жасайды,Мобильные телефоны » Apple,Актау,29 ноября 2020 г.,  3 
"Продаю смартфон SAMSUNG DUOS Pocket EDITION,",8 500 ₸,"Хороший смартфон для снятия фотографий, записи видео, звонков и общения, SD-карта поддерживается, системной памяти... ",Мобильные телефоны » Samsung,Уральск,29 ноября 2020 г.,  7408 
Телефон,70 000 ₸,1 жыл әлі болмады ұстағаныма документ зарядка бәрі бар 70ке берем если что тусем 87780481573 хабарласыңыздар,Мобильные телефоны » Acer,Атырау,29 ноября 2020 г.,  4 
Обмен могу доплатить Телефон,Договорная цена,"Телефон быстрый не зависает,
Камера очень чиста фоткает,
Корпусе есть пару сорапина но не видно под шихолом,
Обмен на... ",Мобильные телефоны » Meizu,Нур-Султан (Астана),29 ноября 2020 г.,  22 
Samsung a51 64gb,93 000 ₸,Samsung a51 64gb новый. Год гарантия  пользовалась 2 месяцев просто подарили другой телефон,Мобильные телефоны » Samsung,Алматы,29 ноября 2020 г.,  35 
iPhone 11 64GB,310 000 ₸,Срочно нужны деньги. Продам новый в коробке не открывался,Мобильные телефоны » Apple,Нур-Султан (Астана),29 ноября 2020 г.,  6 
Продам телефон NOKIA 2.,30 000 ₸,"Продам телефон NOKIA 2, в хорошем состоянии, б/у, но мало использован, комплектация полная, по всем вопросам пишите.",Мобильные телефоны » Nokia,Уральск,29 ноября 2020 г.,  60 
Продам айфон se,45 000 ₸,Телефон в состоянии 8/10 всегда носил в чехле и в плёнке,Мобильные телефоны » Apple,Актобе,29 ноября 2020 г.,  104 
айфон 7,60 000 ₸,Владею 3 года,Мобильные телефоны » Acer,Абай (Карагандинская обл.),29 ноября 2020 г.,  57 
телефон,64 000 ₸,телефон,"Телефоны, гаджеты » Мобильные телефоны",Актау,29 ноября 2020 г.,  10 
Продам смартфон Xiaomi Note 8,50 000 ₸,"ЦЕНА ОКОНЧАТЕЛЬНАЯ
Срочно продаю из за необходимости денег. Обмен не предлагать ( не тратьте свое время)

Полный... ",Мобильные телефоны » Xiaomi,Петропавловск,29 ноября 2020 г.,  68 
Продам IPhone 11,290 000 ₸,"Продам айфон 11 в идеальном состоянии, телефон с момента покупки находится под защитным стеклом и в чехле, 64 гб в... ",Мобильные телефоны » Apple,Костанай,29 ноября 2020 г.,  162 
